value,n
morgaine_le_fey_formerly,1
morgan_ducard,1
morgan_edge_leslie_larr,1
morgan_faust_tyron_carter,1
morgan_full_name_unknown,1
morgan_morgan,1
morgan_wilde,1
morgana,1
morgana_of_the_elder_folk_morgana_inwudu,1
morgana_sister,1
morlaidh_brazil,1
morningstar,1
morozko,1
morpheus_creator_nightmares_siblings,1
morpheus_murphy_the_sandman_oneiros_the_shaper_the_shaper_of_form_kai_ckul_lord_of_the_dreaming_the_dream_king_dream_sneak_the_dream_cat_lord_l_zoril_king_of_the_riddle_realms_lord_of_the_dream_world_prince_of_stories_monarch_of_the_sleeping_marches_his_darkness_the_dreamweaver_the_nightmare_king_dream_creature_the_shaper_of_dreams_sultan_of_sleep,1
morpheus_sandman_lord_of_all_nightmares_1,1
morphicius,1
morphin_man,1
morphy,1
morris_eagleton,1
morris_grant,1
morrow_block,1
mort_drucker,1
mort_meskin,1
mort_weisinger_george_papp_beth_schwartz,1
mort_weisinger_george_papp_greg_weisman_brandon_vietti,1
mort_weisinger_jerry_siegel_john_forte,1
mort_weisinger_paul_norris_chris_terrio_zack_snyder_david_s_goyer,1
mort_weisinger_paul_norris_dustin_nguyen_derek_fridolfs,1
mort_weisinger_paul_norris_hilary_j_bader_rich_fogel,1
mort_weisinger_paul_norris_jim_krieg,1
mort_weisinger_paul_norris_mairghread_scott_dexter_soy,1
mort_weisinger_paul_norris_todd_slavkin_darren_swimmer,1
mort_weisinger_paul_norris_tom_taylor_mike_s_miller,1
mortalla,1
mortician,1
mortimer_kadaver,1
mortimer_unknown_if_last_name_or_first_name,1
mortis,1
morto,1
moscow_russia_soviet_union,1
moses_lwanga,1
moshe_levy,1
moshe_metula_brother_deceased_unnamed_mother_deceased,1
mossad_secret_society_of_super_villains_formerly_red_lantern_corps,1
most_recently_kahndaq_formerly_new_feithera_formerly_los_angeles_california_also_on_earth_two,1
motalla,1
mothe_and8_children,1
mother,1
mother_blood,1
mother_goddess_goddess_of_earth,1
mother_goddess_of_creation,1
mother_machine,1
mother_mercy,1
mother_mercy_bzzd,1
mother_neith,1
mother_night_1,1
mother_of_champions,1
mother_of_demons,1
mother_of_monsters_ancient_one,1
mother_of_monsters_gorgon_queen_of_gorgons,1
mother_one,1
mother_panic,1
mother_partake,1
mother_patrick_genetic_template,1
mother_s_milk,1
mother_salt,1
mother_salt_wife_earth_daughter_fire_daughter_wind_son_sky_son_sun_grandson_cailleach_daughter_six_unnamed_children_merged,1
mother_star,1
mother_zed,1
motion_picture_actor,1
motivational_guru,1
motophagus,1
motus,1
motusian,1
mount_etna,1
mount_justice_justice_league_satellite_and_hall_of_justice,1
mount_justice_secret_sanctuary,1
mount_kilimanjaro_tanzania,1
mount_of_perseus,1
mount_olympus_earth_s_moon,1
mount_olympus_formerly,1
mount_olympus_themyscira_hades,1
mountain,1
mountain_on_the_other_side_of_the_world,1
movement_formerly_amish_community_of_hammond_s_dell,1
movement_justice_league_queer,1
movie_writer,1
mowgli,1
moyshe_nakhman,1
moz_ga,1
moz_ga_the_thinking_planet,1
mr_1_3_atomic_man_atomic_master,1
mr_aldrin,1
mr_alexandros_father_mrs_alexandros_mother,1
mr_and_mrs_king_adoptive_parents_deceased_lydia_long_wife,1
mr_ayou_1,1
mr_ballantine_father_deceased_unnamed_mother_deceased,1
mr_blue,1
mr_briggs_first_name_unrevealed_father,1
mr_chesterman_father_deceased,1
mr_currie,1
mr_e,1
mr_grandours,1
mr_hornsby_father_deceased_mrs_hornsby_mother,1
mr_ishida,1
mr_j,1
mr_jamik_father_unnamed_mother,1
mr_jay,1
mr_kadabra,1
mr_knight_husband_deceased_alexander_witherspoon_fourth_husband_deceased_barry_daniels_fianc_deceased_anton_knight_stepson_deceased_alexandra_witherspoon_stepdaughter_deceased,1
mr_malik,1
mr_medusa_s_touch_1,1
mr_melmoth,1
mr_melville_father_unnamed_mother_deceased,1
mr_mxpyyxm_john_trixx_master_mxyzptlk_1_impersonated_o_rourke_a_leprechaun_larissa_lennox_supergirl_black_flame,1
mr_mxyzptlk,1
mr_mxyzptlk_father,1
mr_numb_1,1
mr_robbins_father_1,1
mr_s,1
mr_scarlet,1
mr_secretary,1
mr_shugel_father,1
mr_sivana_father_deceased_sid_sivana_older_brother_deceased,1
mr_ski_goggles,1
mr_smyth,1
mr_sormon,1
mr_starr,1
mr_stone,1
mr_stubbs,1
mr_summers_father_mrs_summers_mother,1
mr_tawky_tawny,1
mr_trigon,1
mr_v,1
mr_waterman,1
mr_weiss,1
mr_wicker_mr_winchester,1
mr_wing,1
mr_x,1
mr_zhao_father_alan_scott_former_fianc,1
mrs_arkin_mother_deceased,1
mrs_atom,1
mrs_atom_wife_dot_daughter_crumb_son_smidgen_son,1
mrs_bannin_wife_brek_bannin_son,1
mrs_bates_grandmother,1
mrs_berger_first_name_unrevealed_mother,1
mrs_claus_wife_eponymous_character_possibly_a_rotating_number_of_wives,1
mrs_garrick_mother,1
mrs_gradenko,1
mrs_green,1
mrs_hercules_mother,1
mrs_hughes,1
mrs_hyde,1
mrs_levy_mother,1
mrs_marigold_mother_april_marigold_twin_sister,1
mrs_marigold_mother_may_marigold_twin_sister,1
mrs_mcknight_grandmother_tyler_mcknight_father_teri_van_horn_mother_deceased,1
mrs_mcknight_mother_maddie_van_horn_daughter,1
mrs_prescott,1
mrs_ramon_mother_dante_ramon_brother_deceased,1
mrs_sato_mother,1
mrs_superman_superwoman,1
mrs_suzuki_wife,1
mrs_terrific,1
mrs_thunderbolt,1
ms_barlow_mother_detective_bramer_father,1
ms_clay,1
ms_goody,1
ms_terrific,1
mt_rushmore_antarctica,1
mtoncanf,1
mu_alchemy,1
muck_magician_swampy,1
mud_pack_anti_justice_league,1
mud_pack_injustice_league_unlimited_the_secret_society_of_super_villains,1
mud_pack_s_t_a_r_labs,1
mud_pack_the_society,1
mudge,1
mudslide,1
muhammad_x,1
muhammed_nassour_father_elizabeth_nassour_mother_kent_nelson_great_uncle,1
multi_man,1
multi_man_league_of_challenger_haters,1
multi_woman,1
multiple_heads,1
multiversal_investigator,1
multiversal_monitor,1
multiverse_justice_league,1
multiversity_instructor,1
mumbo_mumbo_jumbo,1
mummy_former_priest,1
munea_nassur_mother_jahir_nassur_uncle_soraya_nassur_sister_hassan_nassur_brother_hoda_nassur_sister,1
munk,1
munmu,1
mur,1
murder_machine,1
murder_poet,1
murkk,1
murl_wazzo,1
murl_wazzo_husband_tinya_wazzo_daughter_enya_wazzo_daughter_third_daughter_presumably_deceased_jo_nah_son_in_law_cub_grandson,1
murleen_dreeu,1
murmur,1
murray_the_outlaw_of_falahill,1
murray_younger_brother_hannah_borgman_great_niece,1
muscarian,1
museum_tour_guide,1
music_conductor_1,1
musician_crimefighter,1
musician_cult_leader,1
musician_professional_criminal,1
musician_student,1
muspelheim,1
mustang_suzy,1
muto,1
mutropolis_htrae,1
mutt,1
mxy,1
mxyzptlk,1
mxyzptlk_jr,1
mxyzptlk_v,1
my_ria_h_wife_deceased_k_hym_daughter_deceased_unnamed_daughter_deceased_unnamed_human_wifem_gann_m_orzz_niece,1
myand_r_father_deceased_luand_r_mother_deceased_galfore_adoptive_father_komand_r_older_sister_wildfire_younger_brother_glgrdsklechhh_brother_in_law,1
myand_r_father_deceased_luand_r_mother_deceased_komand_r_older_sister,1
myand_r_father_deceased_luand_r_mother_deceased_starfire_younger_sister_wildfire_younger_brother_glgrdsklechhh_husband,1
myand_r_father_in_law_luand_r_mother_in_law_koriand_r_starfire_wife_komand_r_blackfire_sister_in_law_ryand_r_darkfire_brother_in_law,1
myand_r_father_komand_r_sister,1
myand_r_father_koriand_r_sister,1
myand_r_father_luand_r_mother_deceased_komand_r_blackfire_sister_koriand_r_starfire_sister,1
myand_r_father_luand_r_mother_deceased_komand_r_sister_ryand_r_brother,1
myand_r_father_luand_r_mother_deceased_koriand_r_younger_sister_ryand_r_brother,1
myand_r_husband_komand_r_blackfire_daughter_koriand_r_starfire_daughter_ryand_r_darkfire_son_karras_son_in_law_ph_yzzon_son_in_law,1
myar,1
myke_4_astor,1
myke_chypurz,1
myra_kallen_1,1
myriad,1
myrina,1
myrina_black_slayer_of_echidna_tamer_of_the_griffin,1
myrina_the_black,1
myron_mazursky,1
myron_mazursky_adoptive_father,1
myron_victor,1
myrrha,1
myrrt,1
mysa_daughter,1
mysa_nal,1
mysa_nal_1,1
mysia,1
mystek,1
mystelor,1
mystery,1
mystery_hill_mansion_formerly_windward_home_currently,1
mystery_hill_mansion_mystery_hill_cloister,1
mystery_lad,1
mystery_marauder,1
mystico_wonder_man,1
mythos,1
mythus,1
n_e_m_o_formerly_suicide_squad_secret_society_of_super_villains,1
n_e_m_o_secret_society_of_super_villains_formerly_suicide_squad_injustice_league_sinestro_corps_2_legion_of_doom_barbatos,1
n_man_neg_man_rebis,1
n_o_w_h_e_r_e_hq,1
n_r_g_x,1
naamah_mother_unnamed_angel_father,1
nabeul_tunisia,1
nabil_azmah,1
nabu_son_ishtar_daughter_olympia_savage_daughter_deceased_cassandra_savage_daughter,1
nacht,1
nadine_terrill_mother_happy_terrill_father_1_unnamed_stepfather_2_unnamed_half_brother_2,1
nadine_terrill_wife_raymond_terrill_son,1
nadir,1
nadir_master_of_magic,1
nahash,1
nails,1
nairobi_arizona_new_york_city,1
naktosian,1
nali_ilv,1
nali_ilv_twin_brother,1
naltorian_zeroxian,1
naman,1
naman_1_carlos_2_superboy_3_green_arrow_4_boy_scout_5_the_traveler_6_louis_lane_7_the_good_samaritan_8_joe_fordman_9_the_red_blue_blur_9_the_blur_1,1
nameless,1
nameless_one,1
namma,1
namma_mother_father_sea_father,1
nanaue_husband_shark_god_father_in_law,1
nanaue_sha_ark,1
nanaue_son,1
nanaue_son_unnamed_son_deceased_tabitha_daughter_in_law,1
nancy_a_collins_scot_eaton,1
nancy_morita_sister,1
nanda_parbat_mobile,1
nanda_parbatgotham_city,1
naomi,1
naomi_mcduffie,1
napalm_brother,1
narkissa,1
narnie,1
narwhal_issitoq,1
nasa,1
nasa_1,1
nascar_driver_formerly,1
nash,1
nasreen_samari,1
nat_nat,1
nata_mazar_in_markovia,1
natalia_andreyevna_spirin,1
natalia_knight,1
natalia_mitternacht,1
natalie,1
natalie_logue_mother_deceased_alex_logue_father,1
natasha_irons_niece,1
natasha_jasmine_irons,1
natasha_ulyanov,1
nate_heywood,1
nathan_bliss,1
nathan_chase,1
nathan_dean,1
nathan_delamere,1
nathan_edmondson,1
nathan_finch,1
nathan_flack,1
nathaniel_adam_captain_atom_ex_husband_peggy_eiling_step_daughter_randall_eiling_step_son,1
nathaniel_adam_father_takara_sato_mother_deceased_unnamed_aunt,1
nathaniel_adam_husband_deceased,1
nathaniel_barnes,1
nathaniel_blackbird_blackbird_brother,1
nathaniel_christopher_adam,1
nathaniel_finch,1
nathaniel_heywood,1
nathaniel_nate_adam,1
nathaniel_nathan_heywood,1
nathaniel_nitkin,1
national_bureau_of_investigation,1
national_city_fortress_of_solitude_formerly_new_york_city_sanctuary_of_solitude,1
national_socialist_german_workers_party,1
national_socialist_german_workers_party_formerly,1
natural_ability_to_manipulate_magnetic_fields,1
naut_ke_loi_alternate_spelling,1
nautica,1
nautica_half_sister,1
nautika,1
navigation_ai,1
nax,1
nayeli_constant,1
nazi_agent,1
nazi_general_circa_world_war_ii,1
nazi_party_dr_teufel_dr_melch,1
nazi_party_house_of_el,1
nazi_party_monster_society_of_evil,1
nazi_party_new_reichsmen,1
nazi_party_perpetua,1
nazi_party_schutzstaffel_waffen_s_s_adolf_hitler_third_reich_during_world_war_ii_fourth_reich_s_s_panzerarmee_hell_f_hrer_bergen_in_1994_aryan_inferno_karrien_excalibris_captain_scumm_in_hell,1
nazi_party_third_reich,1
neal_adams_robert_kanigher,1
nebel,1
nebendu_father_deceased_pariyat_mother_deceased,1
nebraska,1
nebulosta,1
necahual_necca_martinez,1
necrodyne_industries,1
ned_sloane_brother_debra_sinclair_roulette_sister_in_law_veronica_sinclair_roulette_niece,1
negal,1
negative_flash_fast_track_doctor_dhawan,1
negative_gemstone_darkworld,1
negative_kung_master,1
negative_man_negative_spirit,1
negative_man_see_notes,1
negative_superman,1
neh_buh_loh,1
nehebka,1
neil_gaiman,1
neil_gaiman_bryan_talbot,1
neil_gaiman_miguelanxo_prado,1
neil_gaiman_mike_dringenberg_malcolm_jones_iii,1
neil_gaiman_nalo_hopkinson_dominike_stanton,1
neil_gaiman_shawn_mcmanus,1
neil_quinn,1
neil_quinn_adopted_son,1
neil_sinclair,1
neila,1
neith,1
nejire,1
nekromnian,1
nekton,1
nellie_bly_1_watchtower_2_freelancer,1
nelson_drew,1
nema_last_name_unrevealed,1
nemesis_s_realm,1
nemi,1
nemia,1
neo_gotham_metropolis,1
neo_mayan,1
neon_black,1
neon_darkstar,1
neon_father_gayle_terrill_mother_deceased_ray_half_brother,1
neosian,1
nephthys,1
nepto,1
neptune_31st_century,1
neptune_perkins_ex_husband_deborah_perkins_daughter,1
nereus_father,1
nereus_father_orin_husband_unnamed_twin_sister,1
nergal_grandfather_unnamed_grandmother_deceased_john_constantine_father_rosacarnis_mother_deceased_adam_constantine_brother_deceased_saulconstantine_brother_deceased,1
nergal_grandfather_unnamed_grandmother_deceased_john_constantine_father_rosacarnis_mother_deceased_maria_constantine_sister_adam_constantine_brother_deceased,1
nergal_grandfather_unnamed_grandmother_deceased_john_constantine_father_rosacarnis_mother_deceased_maria_constantine_sister_saul_constantine_brother_deceased,1
nestor_redondo,1
netherspace,1
netherworld_sunderland_corporation,1
neurosurgeon_bce_clinic,1
neutrax,1
nevada_garden,1
nevada_garden_formerly_nypd_18th_precinct_new_york_city_new_york,1
nevar,1
never_man,1
new_52_see_notes_jon_lane_kent_partial_genetic_template_rebirth_clark_kent_partial_genetic_template_adoptive_brother_lex_luthor_partial_genetic_template_jonathan_kent_adoptive_father_martha_kent_adoptive_mother_jon_kent_adoptive_nephew,1
new_alliance,1
new_amazons_batman_family_justice_league,1
new_athena_amazonia_harmonia_city_31st_c_1,1
new_bhok,1
new_bhok_saturn,1
new_bizarro,1
new_city,1
new_city_late_21st_century,1
new_dynamix_formerly_department_psi,1
new_earth_arrowverse,1
new_earth_arrowverse_earth_38,1
new_earth_arrowverse_earth_38_arrowverse,1
new_earth_dimension_aqua_bermuda_triangleprime_earth_xebel,1
new_earth_earth_one_earth_two_earth_s_quality_universe,1
new_earth_earth_one_prime_earth,1
new_earth_earth_one_vertigo_universe,1
new_earth_earth_two_quality_universe_prime_earth_earth_1,1
new_earth_prime_earth_dc_extended_universe,1
new_earth_prime_earth_dc_one_million,1
new_earth_prime_earth_fables,1
new_earth_prime_earth_futures_end,1
new_earth_prime_earth_injustice,1
new_earth_prime_earth_pre_zero_hour_arrowverse_arrowverse_earth_38,1
new_earth_prime_earth_sphere_of_the_gods,1
new_earth_prime_earth_sphere_of_the_gods_justice_league_action_tv_series,1
new_earth_smallville_tv_series_arrowverse,1
new_earth_team_titans,1
new_egypt_grand_canyon_earth,1
new_genesis_formerly_fairbanks_alaska,1
new_genesis_justice_league,1
new_gods_council_of_eight_sinestro_corps,1
new_gods_formerly_birds_of_prey_justice_league_of_america_female_furies,1
new_gods_formerly_justice_league_of_america,1
new_gods_formerly_the_anti_living,1
new_gods_justice_league,1
new_gods_justice_league_of_america,1
new_gods_quintessence,1
new_gotham_city,1
new_guardians_amazons_of_themyscira_black_lantern_corps,1
new_hampshire_formerly_qward_anti_matter_universe,1
new_indonesia_formerly_tucson_arizona,1
new_jersey_formerly_london,1
new_jersey_formerly_tennessee,1
new_jersey_formerly_the_dreaming_heaven,1
new_kandor,1
new_krypton_853rd_century,1
new_krypton_artists_guild,1
new_krypton_formerly_krypton_phantom_zone,1
new_krypton_legion_of_super_heroes_headquarters_new_metropolis_31st_century,1
new_metropolis_41st_century,1
new_metropolis_earth_2_formerly_metropolis,1
new_metropolis_earth_2_formerly_metropolis_1,1
new_mexico_xebel_formerly,1
new_moon,1
new_orleans_louisiana_formerly_new_york_city,1
new_orleans_louisiana_united_states_of_america,1
new_rann_formerly_rann_alpha_centauri_system_space_sector_2682,1
new_reicshmen_nazi_party_supermen_of_the_multiverse,1
new_rogues_secret_society_of_super_villains,1
new_sparta_amazonia,1
new_teen_titans_gods_of_olympus,1
new_teen_titans_new_titans_arella,1
new_titans_black_lantern_corps,1
new_wave_sister,1
new_wave_sister_unnamed_mother_deceased,1
new_wildcore_formerly_the_cabal,1
new_york_canada,1
new_york_city_2_new_england_formerly_1,1
new_york_city_3_new_england_formerly_2,1
new_york_city_7,1
new_york_city_a_penthouse_in_the_west_eighties,1
new_york_city_atlantis_titans_tower,1
new_york_city_earth_formerly_dhor,1
new_york_city_earth_s,1
new_york_city_earth_s_later_venus,1
new_york_city_fawcett_city_earth_s_see_notes,1
new_york_city_formerly_atlantis_circa_45_bc,1
new_york_city_formerly_cambridge_massachusetts,1
new_york_city_formerly_detroit_michigan,1
new_york_city_formerly_gorilla_city_africa,1
new_york_city_formerly_gotham_city,1
new_york_city_formerly_hell,1
new_york_city_formerly_jackson_heights_queens_new_york_city_later_pittsburgh_pennsylvania,1
new_york_city_formerly_louisiana,1
new_york_city_formerly_san_francisco,1
new_york_city_formerly_the_colony,1
new_york_city_gotham_city,1
new_york_city_hall_of_justice_washington_d_c,1
new_york_city_hell,1
new_york_city_metropolis,1
new_york_city_new_york_fifth_dimension_cloud_villa_pre_crisis_only_thunderbolt_dimension_pre_crisis_only,1
new_york_city_new_york_formerly_attica_correctional_facility_attica_ny,1
new_york_city_new_york_u_s_a,1
new_york_city_police_department_midnight_shift_quintessence_formerly_gotham_city_police_department_justice_society_of_america,1
new_york_city_s_chinatown,1
new_york_city_san_francisco_formerly_gotham_city,1
new_york_city_star_city,1
new_york_city_tiger_empire,1
new_york_city_tiger_empire_earth_ad,1
new_york_city_tiger_empire_of_earth_ad,1
new_york_citysanctuary_happy_harbor_ri,1
new_york_new_york_world_s_fair,1
newcastle_crew,1
newcastle_crew_formerly,1
newsboy_army,1
newsboy_legion,1
newspaper_vendor,1
newspaper_vendor_student,1
newsstand_worker,1
newt_alfred,1
nf_1,1
nia,1
niang_guan_jun,1
niatpac_levram,1
nibor,1
nicaraguan,1
nice_the_french_riviera,1
nicholas_anders_direct_ancestor_bradley_gate_ancestor,1
nicholas_hellicon,1
nicholas_kelly,1
nicholas_lucien,1
nick,1
nick_bromfield_adoptive_father_nora_bromfield_adoptive_mother_c_c_batson_father_deceased_marilyn_batson_mother_deceased_ebenezer_batson_uncle_billy_batson_twin_brother_sinclair_batson_cousin_deceased,1
nick_derington_richard_case,1
nick_necro,1
nick_quinzel_father_sharon_quinzel_mother_deceased_barry_quinzel_younger_brother_frankie_quinzel_younger_brother_2_ezzie_quinzel_younger_brother_2_louie_quinzel_uncle_3_alice_quinzel_aunt_3_nicky_nephew_by_barry_2_jenny_niece_by_barry_2,1
nick_slick,1
nick_spencer,1
nick_spencer_james_peaty_jamal_igle,1
nick_yang,1
nicki_jones,1
nicodemus,1
nicola_cuti_tom_mandrake,1
nicola_scott_doug_hazlewood,1
nicolas_edgar_nolan,1
nicolas_flamel,1
nicole_callahan,1
nicole_foster,1
nicole_morrison,1
nigal_douglous,1
nigel,1
nigel_archer,1
nigel_glass,1
nigel_keane,1
nigel_last_name_unknown,1
nigel_smut,1
night,1
night_boy,1
night_glider,1
night_pilot,1
night_sister,1
nightblade,1
nightclub_owner_former_art_gallery_owner,1
nightcreeper,1
nightfall,1
nightflame,1
nightgate,1
nighthawk,1
nightmaster,1
nightowl,1
nightrider,1
nightshade_dimension,1
nightshade_plant_master,1
nightshine,1
nightstar,1
nightstorm,1
nightwind,1
nightwing_batgirl,1
nightwing_brother_deceased,1
nightwing_operative,1
nihilist_mass_murderer,1
nik_mayak,1
nik_obershaw,1
nikki_faure,1
nikki_nemzer,1
nikolai_karpov,1
nikolas_andreyvitch_kamarov,1
nikolas_andreyvitch_kamarov_winter_son,1
niles_cable,1
niles_caulder_father_slava_mother,1
niles_caulder_foster_father_impulse_wally_west_and_kole_foster_siblings,1
niles_caulder_foster_father_impulse_wally_west_and_wonder_girl_cassie_foster_siblings,1
niles_caulder_foster_father_kole_and_wonder_girl_cassie_foster_siblings,1
niles_caulder_husband_ashok_desai_father_deceased,1
niles_dayspring,1
nimbus_solutions,1
nimrod,1
nimue,1
nimue_ravensong,1
nina_dowd,1
nina_mazursky_adopted_daughter,1
nina_mrs_bates_eddie_thawne_barry_allen_caitlin_snow_iris_west_1_harrison_wells_2,1
ninja_batman_sengoku_batman,1
ninja_master_human_killing_machine_secret_shadow_warrior,1
ninth_circle_league_of_assassins_formerly_mayhem,1
ninth_metal_gold_of_legacy_31_k_metal_32_bleed_33_dark_metal_34,1
nissa_last_name_unknown,1
njego,1
nkvdemon,1
nnamdi,1
nnamdi_son,1
nnamdi_son_ulgo_nephew,1
no,1
no_eyes_green,1
no_hair_alien_form_brown_human_form,1
no_hair_black,1
no_hair_blond_formerly,1
no_hair_brown,1
no_hair_brown_formerly,1
no_hair_brown_originally,1
no_hair_formerly_black,1
no_hair_green,1
noah_johnson_grandfather,1
noah_kuttler,1
noah_pastenetti,1
nobleman,1
nobleman_spy,1
nocturnal_cannot_survive_in_sunlight,1
noema_presto_daughter_eikon_presto_unborn_son_bergelmir_consort,1
nol_anj,1
nol_lapp,1
noma,1
nomad,1
nomad_queen,1
nomad_warrior_revolutionary_former_gladiator,1
nomak_foster_father,1
nommo_balewa,1
nommo_the_fishgod_father,1
nomoc_father,1
nomoz,1
non_corporal,1
nona_lin_baker,1
none_1,1
none_currently_black_formerly,1
none_former_criminal_scientist,1
none_former_lord_of_order,1
none_formerly_a_r_g_u_s,1
none_formerly_arion_atlantean_royal_family,1
none_formerly_brown,1
none_formerly_cerberus_a_r_g_u_s,1
none_formerly_condor,1
none_formerly_cult_of_the_cold_flame,1
none_formerly_guardians_of_the_universe,1
none_formerly_hunger_dogs_darkseid,1
none_formerly_imperial_army_chang_gang_metropolis_university,1
none_formerly_justice_league_dark,1
none_formerly_justice_league_international_justice_league,1
none_formerly_justice_society_of_america,1
none_formerly_legion_of_doom_suicide_squad_villainy_inc,1
none_formerly_lords_of_order,1
none_formerly_matthew_stuart,1
none_formerly_nazi_party,1
none_formerly_quinntets_secret_six_secret_society_of_super_villains_joker_league_of_anarchy_justice_league_of_anarchy,1
none_formerly_religion_of_crime_d_e_o_unknowns_the_many_arms_of_death,1
none_formerly_teen_titans,1
none_formerly_the_drift_royal_council_of_atlantis_deluge_corum_rath,1
none_formerly_the_female_furies,1
none_formerly_the_retaliators,1
none_formerly_the_witches_of_thessaly,1
none_formerly_united_states_army,1
none_formerly_united_states_marine_corps,1
none_formerly_xanadoth,1
noose,1
nor,1
nor_kann,1
nora_allen_mother_deaseased_iris_allen_wife,1
nora_allen_mother_deceased_darryl_frye_adoptive_father,1
nora_allen_mother_deceased_henry_allen_father_deceased_francine_west_mother_in_law_deceased_joe_west_father_in_law_iris_west_allen_wife_jenna_west_sister_in_law_wally_west_brother_in_law_nora_west_allen_daughter_erased,1
nora_fries_ex_wife_dora_smithy_sister_in_law,1
nora_fries_wife_baron_von_fries_father,1
nora_fries_wife_charles_fries_father_deceased_lorraine_fries_mother_deceased,1
nora_fries_wife_deceased,1
nora_west_allen_current_timeline_dawn_allen_original_timeline_1,1
norchavius,1
norfulthing,1
norman,1
norman_caesar,1
norman_grimes,1
norman_the_doorman,1
normandy_shields_employer,1
norris,1
norris_mackenzie,1
norse_gods_quintessence,1
north_american,1
north_branch_minnesota,1
north_korea,1
north_wind,1
norwegian_american,1
nosferata,1
not_bizarro,1
not_telling,1
nottingham_united_kingdom,1
nova,1
nowhere_man,1
nox,1
noyt_echad,1
nth_metal,1
nth_metal_hawkman,1
nu_bia_zoroastrian_gods,1
nubia_of_amazonia,1
nubia_of_themyscira,1
nubia_wife,1
nuclear,1
nuclear_legion_the_society_suicide_squad_united_states_army,1
nuclear_powered_robot,1
nuclear_radiation_generator_experimental,1
nuclear_technician,1
nuculoid,1
nudge,1
nuflo_grandfather_unnamed_mother_deceased,1
nuke,1
nuklon_herakles,1
number_one,1
numerous_brains_that_collectively_make_up_the_union_without_which_eon_would_not_exist,1
nun_the_less,1
nunzio,1
nura_schnappin,1
nurse_formerly_paramedic,1
nursery_cryme,1
nuscia,1
nutsy_squirrel,1
ny_l_uylian,1
nya_nya,1
nya_nya_creation_mecha_boi_creation_timoko_creation_saico_tek_creation,1
nyarl_amen,1
nymph,1
nymphs,1
nyola,1
nyorlath,1
nypd_18th_precinct_new_york_city_new_york,1
nypd_18th_precinct_new_york_city_new_york_formerly_skywatch,1
nyrese,1
nyssa_al_gh_l_nyssa_head,1
nyssa_al_ghul,1
nyssa_al_ghul_daughter,1
nyx_mother,1
nyx_mother_1_ares_brother_1,1
nyxlygsptlnz,1
nyxlygsptlnz_quinto_partner_daughter_wife_nzykmulk_cousin_vyndktvx_son_brother_vyndktvx_twin_brother_son_brother,1
nzame,1
o_749,1
o_b_williams_father_deceased_ruth_williams_mother_deceased_june_abar_wife_deceased_marcus_abar_son_deceased_elise_abar_daughter_in_law_deceased_angela_abar_granddaughter_topher_abar_adopted_great_grandson_rosie_abar_adopted_great_granddaughter_emma_abar_adopted_great_granddaughter,1
o_baytor,1
o_g_r_e_secret_society_of_super_villains,1
o_m_a_c_max_lord,1
o_m_a_c_prime,1
o_m_a_c_s,1
oa_earth,1
oa_fomerly_edwards_air_force_base_coast_city_oa,1
oa_formerly_baltimore_new_york_city_new_york,1
oa_formerly_bolovax_vik,1
oa_formerly_new_york_city_los_angeles,1
oa_formerly_odym,1
oa_grenda,1
oa_metropolis_metropolis_high_school,1
oa_sector_674,1
oaa_tseldor,1
oans,1
oans_evolved_on_the_planet_maltus_and_were_possibly_the_first_intelligent_life_forms_in_the_universe_at_this_time_they_were_tall_greyish_blue_humanoids_with_black_hair_they_became_scientists_and_thinkers_experimenting_on_the_worlds_around_them,1
obatala,1
obergruppenf_hrer,1
oberon_selwyn_alpanu_lasas,1
oblique,1
oblivion_bar,1
oblivion_bar_formerly_gotham_city,1
oblivion_bar_formerly_metropolis_los_angeles_malibu_california_house_of_weirdness,1
oblivion_bargotham_city,1
observer,1
obsession,1
obsidian_deeps,1
occult_investigator,1
occultist_author,1
occultist_exorcist_demonologist_shopkeeper,1
ocean_bottom,1
ocean_mother,1
oceania,1
oceanid,1
oceanographer,1
oceanus,1
ochal_oxal_orichal_orixal,1
octavia,1
octavia_daughter,1
octo,1
octopus_cup,1
octopus_man,1
octopus_plant,1
odd_man,1
odessa_texas_formerly_westridge_canyon_psychiatric_hospital_california,1
odin_father,1
odin_father_frigga_mother,1
odin_husband_thor_son,1
odym_sector_2,1
odysseus,1
off_ramp,1
office_of_strategic_services,1
officer_cheney,1
officer_in_the_german_army,1
officer_romundi,1
official_liaison_of_the_legion_to_the_united_planets_former_vigilante,1
officially_court_jester_unofficial_ruler_of_fifth_dimension_due_to_his_extensive_powers_over_all_other_magic_users_of_the_land_of_zrfff,1
offspring_son,1
oggar,1
oggar_the_accursed_world_s_mightiest_immortal,1
oho,1
oho_besh,1
oil_magnate,1
ojo_first_name_unknown,1
okey_dokey_swamp_gnu_york_city,1
okkult,1
olanda_daughter,1
old_downtown_dakota_city_formerly_cornelius_estate_upper_view_dakota_city,1
old_gods,1
old_gods_apokolips,1
old_gods_formerly_shazam,1
old_gods_gog_william_matthews,1
old_gods_justice_league_of_america_new_genesis,1
old_gods_of_urgrund,1
old_gods_orion,1
old_man_of_the_cosmos,1
old_man_of_the_mountain_the_assassin_lord_master_of_the_hashshashin,1
old_nick_mr_slick_the_devil,1
oleand_r,1
oleg_balinoff,1
olethros,1
olga_ilyich,1
