character,universe,property_name,value
jennifer_pierce,thunder_lightning_shorts,gender,female
juice,dcau,marital_status,single
juice,dcau,gender,male
karak,earth_six,marital_status,married
karak,earth_six,gender,male
kilg_re,new_earth,marital_status,single
kilg_re,new_earth,gender,genderless
kilg_re,prime_earth,marital_status,single
kilg_re,prime_earth,gender,male
kilowatt,new_teen_titans_shorts,marital_status,single
kilowatt,new_teen_titans_shorts,gender,male
lana_lang,prime_earth,marital_status,engaged
lana_lang,prime_earth,gender,female
leslie_willis,dcau,marital_status,single
leslie_willis,dcau,gender,female
leslie_willis,earth_16,marital_status,single
leslie_willis,earth_16,gender,female
leslie_willis,lego_batman,marital_status,single
leslie_willis,lego_batman,gender,female
leslie_willis,new_earth,marital_status,single
leslie_willis,new_earth,gender,female
leslie_willis,prime_earth,marital_status,single
leslie_willis,prime_earth,gender,female
leslie_willis,smallville,marital_status,single
leslie_willis,smallville,gender,female
lester_buchinsky,arkhamverse,marital_status,single
lester_buchinsky,arkhamverse,gender,male
lester_buchinsky,dcau,marital_status,single
lester_buchinsky,dcau,gender,male
lester_buchinsky,new_earth,marital_status,single
lester_buchinsky,new_earth,gender,male
lord_volt,earth_48,marital_status,married
lord_volt,earth_48,gender,male
marcia_hargis,new_earth,marital_status,single
marcia_hargis,new_earth,gender,female
mark_moonrider,new_earth,marital_status,widowed
mark_moonrider,new_earth,gender,male
mary_bromfield,dc_extended_universe,marital_status,single
mary_bromfield,dc_extended_universe,gender,female
mary_bromfield,prime_earth,marital_status,single
mary_bromfield,prime_earth,gender,female
mary_pierson,smallville,marital_status,single
mary_pierson,smallville,gender,female
maya_royko,wildstorm_universe,marital_status,married
maya_royko,wildstorm_universe,gender,female
mekt_ranzz,legion_of_super_heroes_tv_series,marital_status,single
mekt_ranzz,legion_of_super_heroes_tv_series,gender,male
mekt_ranzz,post_zero_hour,marital_status,single
mekt_ranzz,post_zero_hour,gender,male
mekt_ranzz,pre_zero_hour,marital_status,single
mekt_ranzz,pre_zero_hour,gender,male
mister_toxic,prime_earth,marital_status,single
mister_toxic,prime_earth,gender,male
morris_grant,dcau,marital_status,single
morris_grant,dcau,gender,male
neil_sinclair,flashpoint_timeline,marital_status,single
neil_sinclair,flashpoint_timeline,gender,male
nick_yang,smallville,marital_status,single
nick_yang,smallville,gender,male
nicolas_nolan,prime_earth,marital_status,single
nicolas_nolan,prime_earth,gender,male
overload,teen_titans_tv_series,marital_status,single
overload,teen_titans_tv_series,gender,male
pedro_pe_a,dc_extended_universe,marital_status,single
pedro_pe_a,dc_extended_universe,gender,male
peter_cheney,earth_abc,marital_status,single
peter_cheney,earth_abc,gender,male
phillipe_rianne,prime_earth,marital_status,single
phillipe_rianne,prime_earth,gender,male
richard_martin,earth_abc,marital_status,married
richard_martin,earth_abc,gender,male
savitar,new_earth,marital_status,single
savitar,new_earth,gender,male
shango,new_earth,marital_status,married
shango,new_earth,gender,male
shazam,justice_league_action,marital_status,single
shazam,justice_league_action,gender,male
shock_trauma,new_earth,marital_status,single
shock_trauma,new_earth,gender,male
suriel,prime_earth,marital_status,single
suriel,prime_earth,gender,female
tavis_williams,new_earth,marital_status,single
tavis_williams,new_earth,gender,male
tayla_skott,pre_zero_hour,marital_status,single
tayla_skott,pre_zero_hour,gender,female
teth_adam,injustice,marital_status,married
teth_adam,injustice,gender,male
tommy_lee,smallville,marital_status,single
tommy_lee,smallville,gender,male
virgil_hawkins,earth_m,marital_status,single
virgil_hawkins,earth_m,gender,male
voltaic,prime_earth,marital_status,single
voltaic,prime_earth,gender,male
william_hayes,earth_16,marital_status,single
william_hayes,earth_16,gender,male
william_selkirk,prime_earth,marital_status,single
william_selkirk,prime_earth,gender,male
wilson_morgan,prime_earth,marital_status,married
wilson_morgan,prime_earth,gender,male
wotan,earth_16,marital_status,single
wotan,earth_16,gender,male
yvette_brawner,the_batman_tv_series,marital_status,single
yvette_brawner,the_batman_tv_series,gender,female
yz,dcau,marital_status,single
yz,dcau,gender,male
allegra_garcia,arrowverse,marital_status,single
allegra_garcia,arrowverse,gender,female
allegra_garcia,new_earth,marital_status,single
allegra_garcia,new_earth,gender,female
amy_allen,new_earth,marital_status,single
amy_allen,new_earth,gender,female
brice_rogers,earth_one,marital_status,single
brice_rogers,earth_one,gender,male
donna_carol_force,new_earth,marital_status,single
donna_carol_force,new_earth,gender,female
esperanza_garcia,arrowverse,marital_status,single
esperanza_garcia,arrowverse,gender,female
frido_kelp,earth_one,marital_status,single
frido_kelp,earth_one,gender,male
hans_leckter,earth_8,marital_status,widowed
hans_leckter,earth_8,gender,male
john_wether,new_earth,marital_status,single
john_wether,new_earth,gender,male
magnar,new_earth,marital_status,single
magnar,new_earth,gender,male
matthew_ryder,dcau,marital_status,single
matthew_ryder,dcau,gender,male
nathan_craig_jones,new_earth,marital_status,single
nathan_craig_jones,new_earth,gender,male
nathan_craig_jones,superman_vs_the_elite,marital_status,single
nathan_craig_jones,superman_vs_the_elite,gender,male
neal_emerson,new_earth,marital_status,single
neal_emerson,new_earth,gender,male
onimar_synn,new_earth,marital_status,single
onimar_synn,new_earth,gender,male
onimar_synn,prime_earth,marital_status,single
onimar_synn,prime_earth,gender,male
percival_plazchek,earth_two,marital_status,single
percival_plazchek,earth_two,gender,male
rhea_jones,new_earth,marital_status,single
rhea_jones,new_earth,gender,female
sharon_vance,new_earth,marital_status,single
sharon_vance,new_earth,gender,female
spark,prime_earth,marital_status,single
spark,prime_earth,gender,male
tomorrow_woman,new_earth,marital_status,single
tomorrow_woman,new_earth,gender,female
virgil_hawkins,earth_16,marital_status,single
virgil_hawkins,earth_16,gender,male
vykin_the_black,new_earth,marital_status,single
vykin_the_black,new_earth,gender,male
william_macintyre,new_earth,marital_status,single
william_macintyre,new_earth,gender,male
william_macintyre,time_and_tempest,marital_status,single
william_macintyre,time_and_tempest,gender,male
william_twotrees,new_earth,marital_status,single
william_twotrees,new_earth,gender,male
abigail_arcane,prime_earth,marital_status,single
abigail_arcane,prime_earth,gender,female
alexander_olsen,new_earth,marital_status,married
alexander_olsen,new_earth,gender,male
kill,prime_earth,marital_status,single
kill,prime_earth,gender,male
miiyahbin_marten,prime_earth,marital_status,single
miiyahbin_marten,prime_earth,gender,female
miki,prime_earth,marital_status,single
miki,prime_earth,gender,non_binary
mineral_master,earth_two,marital_status,single
mineral_master,earth_two,gender,male
olorun,new_earth,marital_status,single
ramsey_rosso,arrowverse,marital_status,single
ramsey_rosso,arrowverse,gender,male
xiang_po,new_earth,marital_status,single
xiang_po,new_earth,gender,female
guy_masters,earth_one,marital_status,single
guy_masters,earth_one,gender,male
jan_arrah,earth_prime,marital_status,single
jan_arrah,earth_prime,gender,male
abigail_arcane,new_earth,marital_status,single
abigail_arcane,new_earth,gender,female
alia_mayeux_keralis,warbringer,marital_status,single
alia_mayeux_keralis,warbringer,gender,female
anastasia_force,new_earth,marital_status,single
anastasia_force,new_earth,gender,female
angela_roth,new_earth,marital_status,single
angela_roth,new_earth,gender,female
bekka,prime_earth,marital_status,single
bekka,prime_earth,gender,female
cecile_horton,arrowverse,marital_status,single
cecile_horton,arrowverse,gender,female
dawn_granger,prime_earth,marital_status,single
dawn_granger,prime_earth,gender,female
deadly_six,prime_earth,marital_status,single
deadly_six,prime_earth,gender,male
djinn_ii,prime_earth,marital_status,single
djinn_ii,prime_earth,gender,female
donald_hall,prime_earth,marital_status,single
donald_hall,prime_earth,gender,male
edwar_martinez,new_earth,marital_status,single
edwar_martinez,new_earth,gender,male
faith,new_earth,marital_status,single
faith,new_earth,gender,female
gluttony_son_of_trigon,new_earth,marital_status,single
gluttony_son_of_trigon,new_earth,gender,male
gorilla_grodd,dcau,marital_status,single
gorilla_grodd,dcau,gender,male
grymm,prime_earth,marital_status,single
grymm,prime_earth,gender,male
harvey_dent,earth_9,marital_status,divorced
harvey_dent,earth_9,gender,male
heartiac,dc_one_million,marital_status,single
heartiac,dc_one_million,gender,female
ig_nea_g_odd,new_earth,marital_status,single
ig_nea_g_odd,new_earth,gender,female
imra_ardeen,post_zero_hour,marital_status,single
imra_ardeen,post_zero_hour,gender,female
jean_paul_valley,prime_earth,marital_status,single
jean_paul_valley,prime_earth,gender,male
john_dee,new_earth,marital_status,single
john_dee,new_earth,gender,male
k_li,earth_2,marital_status,single
k_li,earth_2,gender,female
lilith_clay,prime_earth,marital_status,single
lilith_clay,prime_earth,gender,female
lola_dent,earth_9,marital_status,divorced
lola_dent,earth_9,gender,female
mangar_kunjer_kunja,prime_earth,marital_status,single
mangar_kunjer_kunja,prime_earth,gender,male
millicent_mayne,new_earth,marital_status,single
millicent_mayne,new_earth,gender,female
nicole_callahan,wildstorm_universe,marital_status,single
nicole_callahan,wildstorm_universe,gender,female
nina_lam,dakotaverse,marital_status,single
nina_lam,dakotaverse,gender,female
olpha,earth_one,marital_status,single
olpha,earth_one,gender,female
psyche,pre_zero_hour,marital_status,single
psyche,pre_zero_hour,gender,female
roger_hayden,new_earth,marital_status,single
roger_hayden,new_earth,gender,male
roger_hayden,the_brave_and_the_bold,marital_status,single
roger_hayden,the_brave_and_the_bold,gender,male
sakki,new_earth,marital_status,single
sakki,new_earth,gender,male
skizm,new_earth,marital_status,single
skizm,new_earth,gender,male
sleez,new_earth,marital_status,single
sleez,new_earth,gender,male
thaal_sinestro,prime_earth,marital_status,widowed
thaal_sinestro,prime_earth,gender,male
the_ancestor,wildstorm_universe,marital_status,single
the_ancestor,wildstorm_universe,gender,male
tsaritsa,prime_earth,marital_status,single
tsaritsa,prime_earth,gender,female
volthoom,earth_15,marital_status,single
volthoom,earth_15,gender,male
zone_child,new_earth,marital_status,single
zone_child,new_earth,gender,male
accasbel,new_earth,marital_status,single
accasbel,new_earth,gender,male
alea,wildstorm_universe,marital_status,widowed
alea,wildstorm_universe,gender,female
alexander_allston,new_earth,marital_status,single
alexander_allston,new_earth,gender,male
alexandra_allston,new_earth,marital_status,single
alexandra_allston,new_earth,gender,female
arthur_light,new_earth,marital_status,single
arthur_light,new_earth,gender,male
arthur_light,titans_tv_series,marital_status,single
arthur_light,titans_tv_series,gender,male
audrey_spears,new_earth,marital_status,single
audrey_spears,new_earth,gender,female
audrey_spears,titans_tomorrow,marital_status,single
audrey_spears,titans_tomorrow,gender,female
avruskin,new_earth,marital_status,single
avruskin,new_earth,gender,male
brother_power,new_earth,marital_status,single
brother_power,new_earth,gender,male
chrissy_parker,smallville,marital_status,single
chrissy_parker,smallville,gender,female
clark_kent,antimatter_universe,marital_status,married
clark_kent,antimatter_universe,gender,male
clark_kent,lois_lane_s_super_dream,marital_status,single
clark_kent,lois_lane_s_super_dream,gender,male
clay_ramsay,prime_earth,marital_status,separated
clay_ramsay,prime_earth,gender,male
courtney_mason,new_earth,marital_status,single
courtney_mason,new_earth,gender,female
cynnthia_mordeth,prime_earth,marital_status,single
cynnthia_mordeth,prime_earth,gender,female
cyrus_gold,dcau,marital_status,single
cyrus_gold,dcau,gender,male
cyrus_gold,new_earth,marital_status,widowed
cyrus_gold,new_earth,gender,male
diamond,superboy_tv_series,marital_status,single
diamond,superboy_tv_series,gender,female
doomsday,prime_earth,marital_status,single
doomsday,prime_earth,gender,male
drake_burroughs,earth_prime,marital_status,single
drake_burroughs,earth_prime,gender,male
drake_burroughs,pre_zero_hour,marital_status,single
drake_burroughs,pre_zero_hour,gender,male
enchanthrax,prime_earth,marital_status,single
enchanthrax,prime_earth,gender,female
eric_moran,prime_earth,marital_status,single
eric_moran,prime_earth,gender,male
eric_morden,new_earth,marital_status,single
eric_morden,new_earth,gender,male
erica_moran,black_lightning_tv_series,marital_status,single
erica_moran,black_lightning_tv_series,gender,female
evil_star,prime_earth,marital_status,single
evil_star,prime_earth,gender,male
ewa_krinn,pre_zero_hour,marital_status,married
ewa_krinn,pre_zero_hour,gender,female
famine,earth_2,marital_status,single
famine,earth_2,gender,female
flower_of_heaven,prime_earth,marital_status,single
flower_of_heaven,prime_earth,gender,female
francis_stone,dcau,marital_status,single
francis_stone,dcau,gender,male
freight_train,new_earth,marital_status,single
freight_train,new_earth,gender,male
gayle_marsh,new_earth,marital_status,single
gayle_marsh,new_earth,gender,female
gloria_mundi,dakotaverse,marital_status,single
gloria_mundi,dakotaverse,gender,female
guy_gardner,new_earth,marital_status,single
guy_gardner,new_earth,gender,male
henry_bendix,wildstorm_universe,marital_status,single
henry_bendix,wildstorm_universe,gender,male
henry_hewitt,new_earth,marital_status,single
henry_hewitt,new_earth,gender,male
holden_carver,wildstorm_universe,marital_status,divorced
holden_carver,wildstorm_universe,gender,male
isuma_yasunari,new_earth,marital_status,single
isuma_yasunari,new_earth,gender,male
isuma_yasunari,super_friends,marital_status,single
isuma_yasunari,super_friends,gender,male
jarod_dale,new_earth,marital_status,single
jarod_dale,new_earth,gender,male
jarrod_jupiter,new_earth,marital_status,single
jarrod_jupiter,new_earth,gender,male
jefferson_jackson,arrowverse,marital_status,married
jefferson_jackson,arrowverse,gender,male
joshua_summers,amalgam_universe,marital_status,single
joshua_summers,amalgam_universe,gender,male
josiah_power,new_earth,marital_status,single
josiah_power,new_earth,gender,male
kal_el,donnerverse,marital_status,single
kal_el,donnerverse,gender,male
kal_el,earth_149,marital_status,single
kal_el,earth_149,gender,male
kal_el,earth_3,marital_status,single
kal_el,earth_3,gender,male
kal_el,earth_twenty_six,marital_status,separated
kal_el,earth_twenty_six,gender,male
kal_il,earth_3,marital_status,widowed
kal_il,earth_3,gender,male
karen_lou_faulkner,new_earth,marital_status,single
karen_lou_faulkner,new_earth,gender,female
karl_hansen,wildstorm_universe,marital_status,married
karl_hansen,wildstorm_universe,gender,male
karras,new_earth,marital_status,married
karras,new_earth,gender,male
karras,teen_titans_go_tv_series,marital_status,single
karras,teen_titans_go_tv_series,gender,male
kenneth_anderson,earth_one,marital_status,single
kenneth_anderson,earth_one,gender,male
kimiyo_hoshi,new_earth,marital_status,divorced
kimiyo_hoshi,new_earth,gender,female
kimiyo_hoshi,prime_earth,marital_status,divorced
kimiyo_hoshi,prime_earth,gender,female
klo,new_earth,marital_status,single
klo,new_earth,gender,female
komand_r,new_earth,marital_status,single
komand_r,new_earth,gender,female
komand_r,new_teen_titans_shorts,marital_status,married
komand_r,new_teen_titans_shorts,gender,female
komand_r,prime_earth,marital_status,single
komand_r,prime_earth,gender,female
koriand_r,dcau,marital_status,single
koriand_r,dcau,gender,female
koriand_r,earth_1_98,marital_status,single
koriand_r,earth_1_98,gender,female
koriand_r,prime_earth,marital_status,single
koriand_r,prime_earth,gender,female
koriand_r,titans_tv_series,marital_status,single
koriand_r,titans_tv_series,gender,female
krypto,titans_tv_series,marital_status,single
krypto,titans_tv_series,gender,male
lady_flash,earth_33,marital_status,single
lady_flash,earth_33,gender,female
lamashtu,arrowverse,marital_status,single
lamashtu,arrowverse,gender,female
lawrence_trainor,new_earth,marital_status,single
lawrence_trainor,new_earth,gender,male
lawrence_trainor,prime_earth,marital_status,single
lawrence_trainor,prime_earth,gender,male
leonid_kovar,teen_titans_tv_series,marital_status,single
leonid_kovar,teen_titans_tv_series,gender,male
lia_nelson,earth_9,marital_status,single
lia_nelson,earth_9,gender,female
lime,prime_earth,marital_status,single
lime,prime_earth,gender,female
lindsay_wah,new_earth,marital_status,single
lindsay_wah,new_earth,gender,female
lois_lane,lois_lane_s_super_dream,marital_status,single
lois_lane,lois_lane_s_super_dream,gender,female
loose_cannon,prime_earth,marital_status,single
loose_cannon,prime_earth,gender,male
luand_r,new_earth,marital_status,married
luand_r,new_earth,gender,female
lucien_gates,prime_earth,marital_status,single
lucien_gates,prime_earth,gender,male
lynn_stewart,black_lightning_tv_series,marital_status,divorced
lynn_stewart,black_lightning_tv_series,gender,female
mandred,new_earth,marital_status,single
mandred,new_earth,gender,male
martin_stein,arrowverse,marital_status,married
martin_stein,arrowverse,gender,male
matatoa,new_earth,marital_status,single
matatoa,new_earth,gender,male
maxwell_jensen,earth_one,marital_status,married
maxwell_jensen,earth_one,gender,male
mekt_ranzz,earth_prime,marital_status,single
mekt_ranzz,earth_prime,gender,male
miguel_medina,dakotaverse,marital_status,single
miguel_medina,dakotaverse,gender,male
mindancer,new_earth,marital_status,single
mindancer,new_earth,gender,female
mister_atom,new_earth,marital_status,single
mister_atom,new_earth,gender,male
morgaine_le_fay,dcau,marital_status,single
morgaine_le_fay,dcau,gender,female
mythus,new_earth,marital_status,married
mythus,new_earth,gender,male
nathaniel_adam,superman_batman,marital_status,single
nathaniel_adam,superman_batman,gender,male
nathaniel_adams,dcau,marital_status,single
nathaniel_adams,dcau,gender,male
nathaniel_tryon,new_earth,marital_status,single
nathaniel_tryon,new_earth,gender,male
neil_quinn,prime_earth,marital_status,single
neil_quinn,prime_earth,gender,male
nommo_balewa,prime_earth,marital_status,single
nommo_balewa,prime_earth,gender,male
otis,tiny_titans,marital_status,single
otis,tiny_titans,gender,male
overload,out_of_time,marital_status,single
overload,out_of_time,gender,male
overload,prime_earth,marital_status,single
overload,prime_earth,gender,male
penny_dreadful,new_earth,marital_status,single
penny_dreadful,new_earth,gender,female
perry_dennison,new_earth,marital_status,single
perry_dennison,new_earth,gender,male
powergirl,earth_9,marital_status,single
powergirl,earth_9,gender,female
puppet_king,teen_titans_tv_series,marital_status,single
puppet_king,teen_titans_tv_series,gender,male
ray_summers,amalgam_universe,marital_status,single
ray_summers,amalgam_universe,gender,male
raymond_jensen,earth_1,marital_status,single
raymond_jensen,earth_1,gender,male
raymond_terrill,arrowverse,marital_status,married
raymond_terrill,arrowverse,gender,male
raymond_terrill,prime_earth,marital_status,single
raymond_terrill,prime_earth,gender,male
raymond_terrill,titans_tomorrow,marital_status,single
raymond_terrill,titans_tomorrow,gender,male
reemuz,new_earth,marital_status,married
reemuz,new_earth,gender,male
relic,prime_earth,marital_status,single
relic,prime_earth,gender,male
roland_norcutt,prime_earth,marital_status,single
roland_norcutt,prime_earth,gender,male
rory_regan,future_state,marital_status,single
rory_regan,future_state,gender,male
roy_travich,pre_zero_hour,marital_status,single
roy_travich,pre_zero_hour,gender,male
rudolph_jones,dc_legends,marital_status,single
rudolph_jones,dc_legends,gender,male
rudolph_jones,new_earth,marital_status,single
rudolph_jones,new_earth,gender,male
rudolph_jones,smallville,marital_status,single
rudolph_jones,smallville,gender,male
russell_glosson,arrowverse,marital_status,divorced
russell_glosson,arrowverse,gender,male
ryand_r,new_earth,marital_status,single
ryand_r,new_earth,gender,male
sarya,dcau,marital_status,single
sarya,dcau,gender,female
sebastian_blood_ix,new_earth,marital_status,married
sebastian_blood_ix,new_earth,gender,male
sharon_vance,prime_earth,marital_status,single
sharon_vance,prime_earth,gender,female
simon_tsung,damocles_universe,marital_status,widowed
simon_tsung,damocles_universe,gender,male
starfire,ame_comi,marital_status,single
starfire,ame_comi,gender,female
stella_maxwell,dakotaverse,marital_status,single
stella_maxwell,dakotaverse,gender,female
strata,new_earth,marital_status,married
strata,new_earth,gender,female
subject_13,titans_tv_series,marital_status,single
subject_13,titans_tv_series,gender,male
super_man_zero,prime_earth,marital_status,single
super_man_zero,prime_earth,gender,male
talathus,new_earth,marital_status,widowed
talathus,new_earth,gender,female
taryia,new_earth,marital_status,single
taryia,new_earth,gender,female
tashana,earth_six,marital_status,widowed
tashana,earth_six,gender,female
tharok_clone,pre_zero_hour,marital_status,single
tharok_clone,pre_zero_hour,gender,male
thirst,new_earth,marital_status,single
thirst,new_earth,gender,male
thomas_corbet,quality_universe,marital_status,single
thomas_corbet,quality_universe,gender,male
thomas_hugo_strange,earth_abc,marital_status,single
thomas_hugo_strange,earth_abc,gender,male
timothy_zanetti,new_earth,marital_status,widowed
timothy_zanetti,new_earth,gender,male
timthy_santoza,pre_zero_hour,marital_status,single
timthy_santoza,pre_zero_hour,gender,male
turtle,prime_earth,marital_status,widowed
turtle,prime_earth,gender,male
william_everett_iii,new_earth,marital_status,single
william_everett_iii,new_earth,gender,male
william_lang,arrowverse,marital_status,single
william_lang,arrowverse,gender,male
william_magnus,new_earth,marital_status,single
william_magnus,new_earth,gender,male
xaxan,pre_zero_hour,marital_status,single
xaxan,pre_zero_hour,gender,male
yuga_khan,new_earth,marital_status,married
yuga_khan,new_earth,gender,male
zena_moonstruk,new_earth,marital_status,single
zena_moonstruk,new_earth,gender,female
zirral,new_earth,marital_status,married
zirral,new_earth,gender,female
abin_sur,prime_earth,marital_status,single
abin_sur,prime_earth,gender,male
antonia_monetti,new_earth,marital_status,single
antonia_monetti,new_earth,gender,female
antonia_monetti,teen_titans_tv_series,marital_status,single
antonia_monetti,teen_titans_tv_series,gender,female
asa,prime_earth,marital_status,single
asa,prime_earth,gender,female
atlan,new_earth,marital_status,single
atlan,new_earth,gender,male
axel_storm,new_earth,marital_status,single
axel_storm,new_earth,gender,male
azmodus,new_earth,marital_status,single
azmodus,new_earth,gender,male
barbara_gordon,smallville,marital_status,single
barbara_gordon,smallville,gender,female
bina_chawney,dakotaverse,marital_status,single
bina_chawney,dakotaverse,gender,female
black_light,dcau,marital_status,single
black_light,dcau,gender,male
brimstone,new_earth,marital_status,single
brimstone,new_earth,gender,male
candlemaker,doom_patrol_tv_series,marital_status,single
candlemaker,doom_patrol_tv_series,gender,male
celeste_mccauley,pre_zero_hour,marital_status,single
celeste_mccauley,pre_zero_hour,gender,female
chandi_gupta,new_earth,marital_status,single
chandi_gupta,new_earth,gender,female
danny_the_street,doom_patrol_tv_series,marital_status,single
danny_the_street,doom_patrol_tv_series,gender,non_binary
danny_the_street,time_in_goliath,marital_status,single
danny_the_street,time_in_goliath,gender,male
dinah_lance,dceased,marital_status,married
dinah_lance,dceased,gender,female
dolores_pratchet,new_earth,marital_status,single
dolores_pratchet,new_earth,gender,female
dorothy_spinner,doom_patrol_tv_series,marital_status,single
dorothy_spinner,doom_patrol_tv_series,gender,female
el_dorado,earth_one,marital_status,single
el_dorado,earth_one,gender,male
graciel,prime_earth,marital_status,single
graciel,prime_earth,gender,female
hal_jordan,dceased,marital_status,single
hal_jordan,dceased,gender,male
hal_jordan,earth_1,marital_status,single
hal_jordan,earth_1,gender,male
hardcore,new_earth,marital_status,single
hardcore,new_earth,gender,male
harry_chawney,dakotaverse,marital_status,single
harry_chawney,dakotaverse,gender,male
hector_hall,new_earth,marital_status,married
hector_hall,new_earth,gender,male
jennifer_lynn_hayden,new_earth,marital_status,single
jennifer_lynn_hayden,new_earth,gender,female
john_stewart,prime_earth,marital_status,widowed
john_stewart,prime_earth,gender,male
jonathan_osterman,watchmen_tv_series,marital_status,married
jonathan_osterman,watchmen_tv_series,gender,male
june_moone,new_earth,marital_status,single
june_moone,new_earth,gender,female
keli_quintela,prime_earth,marital_status,single
keli_quintela,prime_earth,gender,female
kent_v_nelson,new_earth,marital_status,divorced
kent_v_nelson,new_earth,gender,male
kiran_singh,new_earth,marital_status,single
kiran_singh,new_earth,gender,female
langford_terrill,new_earth,marital_status,widowed
langford_terrill,new_earth,gender,male
laura_neilsen,new_earth,marital_status,single
laura_neilsen,new_earth,gender,female
lightweaver,prime_earth,marital_status,single
lightweaver,prime_earth,gender,male
malcolm_thawne,new_earth,marital_status,single
malcolm_thawne,new_earth,gender,male
martin_van_wyck,new_earth,marital_status,single
martin_van_wyck,new_earth,gender,male
matthew_stuart,new_earth,marital_status,single
matthew_stuart,new_earth,gender,male
maxivermis_mind,prime_earth,marital_status,single
maxivermis_mind,prime_earth,gender,male
melvin,teen_titans_tv_series,marital_status,single
melvin,teen_titans_tv_series,gender,female
michael_templesmith,wildstorm_universe,marital_status,single
michael_templesmith,wildstorm_universe,gender,male
michael_ward,earth_abc,marital_status,single
michael_ward,earth_abc,gender,male
mick_rory,hero_run,marital_status,single
mick_rory,hero_run,gender,male
mick_rory,prime_earth,marital_status,single
mick_rory,prime_earth,gender,male
miguel_barragan,prime_earth,marital_status,single
miguel_barragan,prime_earth,gender,male
mixcoatl,new_earth,marital_status,single
nicki_jones,new_earth,marital_status,single
nicki_jones,new_earth,gender,female
ohmen,wildstorm_universe,marital_status,single
ohmen,wildstorm_universe,gender,male
remoni_notra,new_earth,marital_status,single
remoni_notra,new_earth,gender,female
richard_hertz,new_earth,marital_status,single
richard_hertz,new_earth,gender,male
roy_g_bivolo,prime_earth,marital_status,single
roy_g_bivolo,prime_earth,gender,male
slava,doom_patrol_tv_series,marital_status,single
slava,doom_patrol_tv_series,gender,female
traci_thirteen,flashpoint_timeline,marital_status,single
traci_thirteen,flashpoint_timeline,gender,female
wonder_woman,dc_one_million,marital_status,single
wonder_woman,dc_one_million,gender,female
5_chad,prime_earth,marital_status,single
5_chad,prime_earth,gender,male
angelica_smith,new_earth,marital_status,single
angelica_smith,new_earth,gender,female
cameron_chase,new_earth,marital_status,single
cameron_chase,new_earth,gender,female
grodd_ii,prime_earth,marital_status,single
grodd_ii,prime_earth,gender,male
hart_druiter,legion_of_super_heroes_tv_series,marital_status,single
hart_druiter,legion_of_super_heroes_tv_series,gender,male
helena_sandsmark,new_earth,marital_status,divorced
helena_sandsmark,new_earth,gender,female
jackson_king,wildstorm_universe,marital_status,married
jackson_king,wildstorm_universe,gender,male
jason_todd,prime_earth,marital_status,single
jason_todd,prime_earth,gender,male
keith_kenyon,new_earth,marital_status,divorced
keith_kenyon,new_earth,gender,male
klarienne,earth_11,marital_status,single
klarienne,earth_11,gender,female
michael_cray,wildstorm_universe,marital_status,single
michael_cray,wildstorm_universe,gender,male
priest,new_earth,marital_status,single
priest,new_earth,gender,male
terrence_kurtzberger,new_earth,marital_status,widowed
terrence_kurtzberger,new_earth,gender,male
ace_arn,the_brave_and_the_bold,marital_status,single
ace_arn,the_brave_and_the_bold,gender,male
albert_michaels,prime_earth,marital_status,single
albert_michaels,prime_earth,gender,male
alex_petrakis,the_wild_storm,marital_status,single
alex_petrakis,the_wild_storm,gender,male
alexander_sartorius,new_earth,marital_status,single
alexander_sartorius,new_earth,gender,male
alexi_nikolai,earth_8,marital_status,single
alexi_nikolai,earth_8,gender,male
alixandra_ward,earth_one,marital_status,married
alixandra_ward,earth_one,gender,female
allen_adam,earth_four,marital_status,single
allen_adam,earth_four,gender,male
amok,new_earth,marital_status,single
amok,new_earth,gender,male
amy_winston,new_earth,marital_status,single
amy_winston,new_earth,gender,female
anann,new_earth,marital_status,single
anann,new_earth,gender,female
andrew_bryant,earth_abc,marital_status,single
andrew_bryant,earth_abc,gender,male
andrew_franklin,new_earth,marital_status,single
andrew_franklin,new_earth,gender,male
andrew_van_horn,new_earth,marital_status,single
andrew_van_horn,new_earth,gender,male
archibald_masters,earth_abc,marital_status,single
archibald_masters,earth_abc,gender,male
ares,earth_1,marital_status,single
ares,earth_1,gender,male
armando_ramone,new_earth,marital_status,single
armando_ramone,new_earth,gender,male
arthur_light,prime_earth,marital_status,divorced
arthur_light,prime_earth,gender,male
arthur_light,superman_vs_the_elite,marital_status,single
arthur_light,superman_vs_the_elite,gender,male
arthur_light,teen_titans_tv_series,marital_status,single
arthur_light,teen_titans_tv_series,gender,male
ascalon,prime_earth,marital_status,single
ascalon,prime_earth,gender,genderless
atom_master,prime_earth,marital_status,single
atom_master,prime_earth,gender,female
baby_boom,new_earth,marital_status,single
baby_boom,new_earth,gender,female
baron_blitzkrieg,new_earth,marital_status,single
baron_blitzkrieg,new_earth,gender,male
barrage_ii,new_earth,marital_status,single
barrage_ii,new_earth,gender,male
belinda_zee,cosmic_adventures,marital_status,single
belinda_zee,cosmic_adventures,gender,female
benjamin_krullen,earth_one,marital_status,single
benjamin_krullen,earth_one,gender,male
benjamin_krullen,new_earth,marital_status,single
benjamin_krullen,new_earth,gender,male
bette_sans_souci,arrowverse,marital_status,single
bette_sans_souci,arrowverse,gender,female
bette_sans_souci,futures_end,marital_status,single
bette_sans_souci,futures_end,gender,female
bette_sans_souci,lego_batman,marital_status,single
