character,universe,marital_status,gender
electrocutioner,dc_animated_movie_universe,single,male
electrocutioner_i,new_earth,single,male
eugene_choi,dc_extended_universe,single,male
farooq_gibran,arrowverse,single,male
frederick_freeman,dc_extended_universe,single,male
garth_ranzz,earth_149,single,male
garth_ranzz,earth_prime,single,male
garth_ranzz,post_zero_hour,married,male
garth_ranzz,smallville,single,male
jack_buchinsky,gotham,single,male
jake_simmons,new_earth,single,male
jakeem_williams,prime_earth,single,male
jason_praxis,harley_quinn_tv_series,single,male
jefferson_pierce,black_lightning_tv_series,divorced,male
jefferson_pierce,crisis_on_two_earths,single,male
jefferson_pierce,dceased,single,male
jefferson_pierce,earth_16,divorced,male
jefferson_pierce,lego_batman,single,male
jefferson_pierce,prime_earth,single,male
jennifer_mei_sparks,the_wild_storm,single,female
jennifer_pierce,black_lightning_tv_series,single,female
jennifer_pierce,injustice,single,female
jennifer_pierce,new_earth,single,female
jennifer_pierce,prime_earth,single,female
jennifer_pierce,thunder_lightning_shorts,single,female
juice,dcau,single,male
karak,earth_six,married,male
kilg_re,new_earth,single,genderless
kilg_re,prime_earth,single,male
kilowatt,new_teen_titans_shorts,single,male
lana_lang,prime_earth,engaged,female
leslie_willis,dcau,single,female
leslie_willis,earth_16,single,female
leslie_willis,lego_batman,single,female
leslie_willis,new_earth,single,female
leslie_willis,prime_earth,single,female
leslie_willis,smallville,single,female
lester_buchinsky,arkhamverse,single,male
lester_buchinsky,dcau,single,male
lester_buchinsky,new_earth,single,male
lord_volt,earth_48,married,male
marcia_hargis,new_earth,single,female
mark_moonrider,new_earth,widowed,male
mary_bromfield,dc_extended_universe,single,female
mary_bromfield,prime_earth,single,female
mary_pierson,smallville,single,female
maya_royko,wildstorm_universe,married,female
mekt_ranzz,legion_of_super_heroes_tv_series,single,male
mekt_ranzz,post_zero_hour,single,male
mekt_ranzz,pre_zero_hour,single,male
mister_toxic,prime_earth,single,male
morris_grant,dcau,single,male
neil_sinclair,flashpoint_timeline,single,male
nick_yang,smallville,single,male
nicolas_nolan,prime_earth,single,male
overload,teen_titans_tv_series,single,male
pedro_pe_a,dc_extended_universe,single,male
peter_cheney,earth_abc,single,male
phillipe_rianne,prime_earth,single,male
richard_martin,earth_abc,married,male
savitar,new_earth,single,male
shango,new_earth,married,male
shazam,justice_league_action,single,male
shock_trauma,new_earth,single,male
suriel,prime_earth,single,female
tavis_williams,new_earth,single,male
tayla_skott,pre_zero_hour,single,female
teth_adam,injustice,married,male
tommy_lee,smallville,single,male
virgil_hawkins,earth_m,single,male
voltaic,prime_earth,single,male
william_hayes,earth_16,single,male
william_selkirk,prime_earth,single,male
wilson_morgan,prime_earth,married,male
wotan,earth_16,single,male
yvette_brawner,the_batman_tv_series,single,female
yz,dcau,single,male
allegra_garcia,arrowverse,single,female
allegra_garcia,new_earth,single,female
amy_allen,new_earth,single,female
brice_rogers,earth_one,single,male
donna_carol_force,new_earth,single,female
esperanza_garcia,arrowverse,single,female
frido_kelp,earth_one,single,male
hans_leckter,earth_8,widowed,male
john_wether,new_earth,single,male
magnar,new_earth,single,male
matthew_ryder,dcau,single,male
nathan_craig_jones,new_earth,single,male
nathan_craig_jones,superman_vs_the_elite,single,male
neal_emerson,new_earth,single,male
onimar_synn,new_earth,single,male
onimar_synn,prime_earth,single,male
percival_plazchek,earth_two,single,male
rhea_jones,new_earth,single,female
sharon_vance,new_earth,single,female
spark,prime_earth,single,male
tomorrow_woman,new_earth,single,female
virgil_hawkins,earth_16,single,male
vykin_the_black,new_earth,single,male
william_macintyre,new_earth,single,male
william_macintyre,time_and_tempest,single,male
william_twotrees,new_earth,single,male
abigail_arcane,prime_earth,single,female
alexander_olsen,new_earth,married,male
kill,prime_earth,single,male
miiyahbin_marten,prime_earth,single,female
miki,prime_earth,single,non_binary
mineral_master,earth_two,single,male
olorun,new_earth,single,NA
ramsey_rosso,arrowverse,single,male
xiang_po,new_earth,single,female
guy_masters,earth_one,single,male
jan_arrah,earth_prime,single,male
abigail_arcane,new_earth,single,female
alia_mayeux_keralis,warbringer,single,female
anastasia_force,new_earth,single,female
angela_roth,new_earth,single,female
bekka,prime_earth,single,female
cecile_horton,arrowverse,single,female
dawn_granger,prime_earth,single,female
deadly_six,prime_earth,single,male
djinn_ii,prime_earth,single,female
donald_hall,prime_earth,single,male
edwar_martinez,new_earth,single,male
faith,new_earth,single,female
gluttony_son_of_trigon,new_earth,single,male
gorilla_grodd,dcau,single,male
grymm,prime_earth,single,male
harvey_dent,earth_9,divorced,male
heartiac,dc_one_million,single,female
ig_nea_g_odd,new_earth,single,female
imra_ardeen,post_zero_hour,single,female
jean_paul_valley,prime_earth,single,male
john_dee,new_earth,single,male
k_li,earth_2,single,female
lilith_clay,prime_earth,single,female
lola_dent,earth_9,divorced,female
mangar_kunjer_kunja,prime_earth,single,male
millicent_mayne,new_earth,single,female
nicole_callahan,wildstorm_universe,single,female
nina_lam,dakotaverse,single,female
olpha,earth_one,single,female
psyche,pre_zero_hour,single,female
roger_hayden,new_earth,single,male
roger_hayden,the_brave_and_the_bold,single,male
sakki,new_earth,single,male
skizm,new_earth,single,male
sleez,new_earth,single,male
thaal_sinestro,prime_earth,widowed,male
the_ancestor,wildstorm_universe,single,male
tsaritsa,prime_earth,single,female
volthoom,earth_15,single,male
zone_child,new_earth,single,male
accasbel,new_earth,single,male
alea,wildstorm_universe,widowed,female
alexander_allston,new_earth,single,male
alexandra_allston,new_earth,single,female
arthur_light,new_earth,single,male
arthur_light,titans_tv_series,single,male
audrey_spears,new_earth,single,female
audrey_spears,titans_tomorrow,single,female
avruskin,new_earth,single,male
brother_power,new_earth,single,male
chrissy_parker,smallville,single,female
clark_kent,antimatter_universe,married,male
clark_kent,lois_lane_s_super_dream,single,male
clay_ramsay,prime_earth,separated,male
courtney_mason,new_earth,single,female
cynnthia_mordeth,prime_earth,single,female
cyrus_gold,dcau,single,male
cyrus_gold,new_earth,widowed,male
diamond,superboy_tv_series,single,female
doomsday,prime_earth,single,male
drake_burroughs,earth_prime,single,male
drake_burroughs,pre_zero_hour,single,male
enchanthrax,prime_earth,single,female
eric_moran,prime_earth,single,male
eric_morden,new_earth,single,male
erica_moran,black_lightning_tv_series,single,female
evil_star,prime_earth,single,male
ewa_krinn,pre_zero_hour,married,female
famine,earth_2,single,female
flower_of_heaven,prime_earth,single,female
francis_stone,dcau,single,male
freight_train,new_earth,single,male
gayle_marsh,new_earth,single,female
gloria_mundi,dakotaverse,single,female
guy_gardner,new_earth,single,male
henry_bendix,wildstorm_universe,single,male
henry_hewitt,new_earth,single,male
holden_carver,wildstorm_universe,divorced,male
isuma_yasunari,new_earth,single,male
isuma_yasunari,super_friends,single,male
jarod_dale,new_earth,single,male
jarrod_jupiter,new_earth,single,male
jefferson_jackson,arrowverse,married,male
joshua_summers,amalgam_universe,single,male
josiah_power,new_earth,single,male
kal_el,donnerverse,single,male
kal_el,earth_149,single,male
kal_el,earth_3,single,male
kal_el,earth_twenty_six,separated,male
kal_il,earth_3,widowed,male
karen_lou_faulkner,new_earth,single,female
karl_hansen,wildstorm_universe,married,male
karras,new_earth,married,male
karras,teen_titans_go_tv_series,single,male
kenneth_anderson,earth_one,single,male
kimiyo_hoshi,new_earth,divorced,female
kimiyo_hoshi,prime_earth,divorced,female
klo,new_earth,single,female
komand_r,new_earth,single,female
komand_r,new_teen_titans_shorts,married,female
komand_r,prime_earth,single,female
koriand_r,dcau,single,female
koriand_r,earth_1_98,single,female
koriand_r,prime_earth,single,female
koriand_r,titans_tv_series,single,female
krypto,titans_tv_series,single,male
lady_flash,earth_33,single,female
lamashtu,arrowverse,single,female
lawrence_trainor,new_earth,single,male
lawrence_trainor,prime_earth,single,male
leonid_kovar,teen_titans_tv_series,single,male
lia_nelson,earth_9,single,female
lime,prime_earth,single,female
lindsay_wah,new_earth,single,female
lois_lane,lois_lane_s_super_dream,single,female
loose_cannon,prime_earth,single,male
luand_r,new_earth,married,female
lucien_gates,prime_earth,single,male
lynn_stewart,black_lightning_tv_series,divorced,female
mandred,new_earth,single,male
martin_stein,arrowverse,married,male
matatoa,new_earth,single,male
maxwell_jensen,earth_one,married,male
mekt_ranzz,earth_prime,single,male
miguel_medina,dakotaverse,single,male
mindancer,new_earth,single,female
mister_atom,new_earth,single,male
morgaine_le_fay,dcau,single,female
mythus,new_earth,married,male
nathaniel_adam,superman_batman,single,male
nathaniel_adams,dcau,single,male
nathaniel_tryon,new_earth,single,male
neil_quinn,prime_earth,single,male
nommo_balewa,prime_earth,single,male
otis,tiny_titans,single,male
overload,out_of_time,single,male
overload,prime_earth,single,male
penny_dreadful,new_earth,single,female
perry_dennison,new_earth,single,male
powergirl,earth_9,single,female
puppet_king,teen_titans_tv_series,single,male
ray_summers,amalgam_universe,single,male
raymond_jensen,earth_1,single,male
raymond_terrill,arrowverse,married,male
raymond_terrill,prime_earth,single,male
raymond_terrill,titans_tomorrow,single,male
reemuz,new_earth,married,male
relic,prime_earth,single,male
roland_norcutt,prime_earth,single,male
rory_regan,future_state,single,male
roy_travich,pre_zero_hour,single,male
rudolph_jones,dc_legends,single,male
rudolph_jones,new_earth,single,male
rudolph_jones,smallville,single,male
russell_glosson,arrowverse,divorced,male
ryand_r,new_earth,single,male
sarya,dcau,single,female
sebastian_blood_ix,new_earth,married,male
sharon_vance,prime_earth,single,female
simon_tsung,damocles_universe,widowed,male
starfire,ame_comi,single,female
stella_maxwell,dakotaverse,single,female
strata,new_earth,married,female
subject_13,titans_tv_series,single,male
super_man_zero,prime_earth,single,male
talathus,new_earth,widowed,female
taryia,new_earth,single,female
tashana,earth_six,widowed,female
tharok_clone,pre_zero_hour,single,male
thirst,new_earth,single,male
thomas_corbet,quality_universe,single,male
thomas_hugo_strange,earth_abc,single,male
timothy_zanetti,new_earth,widowed,male
timthy_santoza,pre_zero_hour,single,male
turtle,prime_earth,widowed,male
william_everett_iii,new_earth,single,male
william_lang,arrowverse,single,male
william_magnus,new_earth,single,male
xaxan,pre_zero_hour,single,male
yuga_khan,new_earth,married,male
zena_moonstruk,new_earth,single,female
zirral,new_earth,married,female
abin_sur,prime_earth,single,male
antonia_monetti,new_earth,single,female
antonia_monetti,teen_titans_tv_series,single,female
asa,prime_earth,single,female
atlan,new_earth,single,male
axel_storm,new_earth,single,male
azmodus,new_earth,single,male
barbara_gordon,smallville,single,female
bina_chawney,dakotaverse,single,female
black_light,dcau,single,male
brimstone,new_earth,single,male
candlemaker,doom_patrol_tv_series,single,male
celeste_mccauley,pre_zero_hour,single,female
chandi_gupta,new_earth,single,female
danny_the_street,doom_patrol_tv_series,single,non_binary
danny_the_street,time_in_goliath,single,male
dinah_lance,dceased,married,female
dolores_pratchet,new_earth,single,female
dorothy_spinner,doom_patrol_tv_series,single,female
el_dorado,earth_one,single,male
graciel,prime_earth,single,female
hal_jordan,dceased,single,male
hal_jordan,earth_1,single,male
hardcore,new_earth,single,male
harry_chawney,dakotaverse,single,male
hector_hall,new_earth,married,male
jennifer_lynn_hayden,new_earth,single,female
john_stewart,prime_earth,widowed,male
jonathan_osterman,watchmen_tv_series,married,male
june_moone,new_earth,single,female
keli_quintela,prime_earth,single,female
kent_v_nelson,new_earth,divorced,male
kiran_singh,new_earth,single,female
langford_terrill,new_earth,widowed,male
laura_neilsen,new_earth,single,female
lightweaver,prime_earth,single,male
malcolm_thawne,new_earth,single,male
martin_van_wyck,new_earth,single,male
matthew_stuart,new_earth,single,male
maxivermis_mind,prime_earth,single,male
melvin,teen_titans_tv_series,single,female
michael_templesmith,wildstorm_universe,single,male
michael_ward,earth_abc,single,male
mick_rory,hero_run,single,male
mick_rory,prime_earth,single,male
miguel_barragan,prime_earth,single,male
mixcoatl,new_earth,single,NA
nicki_jones,new_earth,single,female
ohmen,wildstorm_universe,single,male
remoni_notra,new_earth,single,female
richard_hertz,new_earth,single,male
roy_g_bivolo,prime_earth,single,male
slava,doom_patrol_tv_series,single,female
traci_thirteen,flashpoint_timeline,single,female
wonder_woman,dc_one_million,single,female
5_chad,prime_earth,single,male
angelica_smith,new_earth,single,female
cameron_chase,new_earth,single,female
grodd_ii,prime_earth,single,male
hart_druiter,legion_of_super_heroes_tv_series,single,male
helena_sandsmark,new_earth,divorced,female
jackson_king,wildstorm_universe,married,male
jason_todd,prime_earth,single,male
keith_kenyon,new_earth,divorced,male
klarienne,earth_11,single,female
michael_cray,wildstorm_universe,single,male
priest,new_earth,single,male
terrence_kurtzberger,new_earth,widowed,male
ace_arn,the_brave_and_the_bold,single,male
albert_michaels,prime_earth,single,male
alex_petrakis,the_wild_storm,single,male
alexander_sartorius,new_earth,single,male
alexi_nikolai,earth_8,single,male
alixandra_ward,earth_one,married,female
allen_adam,earth_four,single,male
amok,new_earth,single,male
amy_winston,new_earth,single,female
anann,new_earth,single,female
andrew_bryant,earth_abc,single,male
andrew_franklin,new_earth,single,male
andrew_van_horn,new_earth,single,male
archibald_masters,earth_abc,single,male
ares,earth_1,single,male
armando_ramone,new_earth,single,male
arthur_light,prime_earth,divorced,male
arthur_light,superman_vs_the_elite,single,male
arthur_light,teen_titans_tv_series,single,male
ascalon,prime_earth,single,genderless
atom_master,prime_earth,single,female
baby_boom,new_earth,single,female
baron_blitzkrieg,new_earth,single,male
barrage_ii,new_earth,single,male
belinda_zee,cosmic_adventures,single,female
benjamin_krullen,earth_one,single,male
benjamin_krullen,new_earth,single,male
bette_sans_souci,arrowverse,single,female
bette_sans_souci,futures_end,single,female
bette_sans_souci,lego_batman,single,female
bette_sans_souci,new_earth,divorced,female
bette_sans_souci,prime_earth,single,female
bette_sans_souci,smallville,single,female
black_barax,new_earth,single,male
black_zero,hyper_tension,single,male
brainiac,tiny_titans,single,male
brighteyes,prime_earth,single,female
brother_blood,prime_earth,single,male
butcher,prime_earth,single,male
byrna_brilyant,earth_two,single,female
candlemaker,new_earth,single,male
carol_ferris,doom,single,female
cecil_geekywad_bumwimple,new_earth,single,male
centerhall,prime_earth,single,male
chester_runk,arrowverse,single,male
chleyns_wann,electric_warriors,single,non_binary
cir_el,futuresmiths,single,female
citrina,new_earth,single,female
cole_cash,prime_earth,single,male
collector_of_worlds,earth_16,single,male
computo,prime_earth,single,male
courtney_whitmore,dcau,single,female
crisis,just_imagine,single,male
cyclone,teen_titans_tv_series,single,male
daniel_dunbar,new_earth,widowed,male
daniel_garrett,new_earth,married,male
dark_kahn,mortal_kombat_vs_dc_universe,single,male
darkseid,future_state,single,male
darkseid,justice_league_action,single,male
darkseid,lego_batman,single,male
darkseid,lego_dc_heroes,single,male
darkseid,super_friends,single,male
darkstar,earth_22,single,male
darla_aquista,new_earth,single,female
david_grahm,earth_one,single,male
david_reid,prime_earth,single,male
davood_nassur,new_earth,single,male
dawn_granger,new_earth,single,female
dawnstar,trapped_in_time,single,female
debutante,prime_earth,single,female
derek_powers,dcau,married,male
derek_powers,lego_batman,married,male
diego_irigoyen,new_earth,single,male
dirk_morgna,earth_prime,single,male
dirk_morgna,post_rebirth,single,male
dirk_morgna,post_zero_hour,single,male
dirk_morgna,pre_zero_hour,single,male
doomslayer,new_earth,single,male
drake_burroughs,dcau,single,male
drew_fisher,prime_earth,single,female
drive_by,new_earth,single,male
eclipso,dc_legends,single,male
eirene,prime_earth,single,female
emma_deropalis,prime_earth,single,female
epsilon,new_earth,single,male
eradicator,prime_earth,single,male
evan_gallagher,smallville,single,male
evil_star,the_brave_and_the_bold,single,male
face_ii,new_earth,single,male
farris_knight,dc_one_million,single,male
foster_mcclane,wildstorm_universe,single,male
fredrik_schlaus,earth_one,single,male
gabrielle_doe,new_earth,single,female
galactic_golem,earth_one,single,male
gamesman,new_earth,single,male
garridan_ranzz,pre_zero_hour,single,male
gillian_wahrman,new_earth,single,female
gorilla_grodd,dc_universe_online,single,male
gowt,prime_earth,married,female
grail,lego_batman,single,female
grant_emerson,new_earth,single,male
grayven,new_earth,single,male
grid,prime_earth,single,male
gu_lao,new_earth,single,male
hank_hallmark,earth_36,single,male
harold_jordan,new_earth,single,male
harold_leit,lois_clark,single,male
harris_d_ledbetter,new_earth,single,male
hector_hornsby,superboy_tv_series,single,male
heinrich_melch,earth_two,single,male
henry_henshaw,new_earth,widowed,male
henry_henshaw,smallville,married,male
henry_king_jr,new_earth,single,male
henry_king_sr,new_earth,married,male
henry_king_sr,stargirl_tv_series,widowed,male
ilya_trepliov,new_earth,single,male
imperiex_prime,new_earth,single,male
imra_ardeen,earth_149,single,female
imra_ardeen,pre_zero_hour,married,female
infinity_man,earth_16,single,male
isis,smallville,widowed,female
izzy_bowin,arrowverse,single,female
j_onn_j_onzz,dceased,single,male
jackson_dane,wildstorm_universe,single,male
jaime_reyes,earth_16,single,male
jaime_reyes,new_earth,single,male
jaime_reyes,smallville,single,male
james_olsen,earth_2,single,male
jason_praxis,new_earth,single,male
java,prime_earth,single,male
jed_oliver,prime_earth,single,male
jenna_raleigh,new_earth,single,female
jennifer_gold,wildstorm_universe,single,female
jennifer_lynn_hayden,prime_earth,single,female
jessica_cruz,prime_earth,single,female
jo_nah,earth_prime,single,male
jo_nah,post_zero_hour,married,male
jo_nah,pre_zero_hour,single,male
john_corben,superman_returns,single,male
john_cumberland,wildstorm_universe,single,male
john_grayson,earth_2,single,male
johnny_reb,new_earth,single,male
johnny_sorrow,new_earth,widowed,male
jonathan_lane_kent,prime_earth,single,male
jonathan_sorrow,prime_earth,single,male
jono_hex,amalgam_universe,single,male
jose_delgado,wildstorm_universe,married,male
joseph_martin,dcau,single,male
joseph_martin,new_earth,single,male
joseph_martin,superman_vs_the_elite,single,male
joshua_clay,new_earth,single,male
joshua_terrill,new_earth,single,male
joshua_xan,new_earth,single,male
jubilation_lee,amalgam_universe,single,female
k_russell_abernathy,new_earth,single,male
kahina_eskandari,dakotaverse,single,female
kalibak,lego_batman,single,male
kalibak,new_earth,single,male
kara,smallville,single,female
karen_beecher,prime_earth,married,female
kenneth_braverman,new_earth,single,male
kent_nelson,dc_legends,married,male
kevin_kho,prime_earth,single,male
kiran_singh,prime_earth,single,female
komand_r,teen_titans_tv_series,married,female
koriand_r,earth_1,single,female
koriand_r,teen_titans_go_tv_series,single,female
koriand_r,the_new_order,single,female
koriand_r,tiny_titans,single,female
kral,earth_one,single,male
krona,new_earth,single,male
krona,prime_earth,widowed,male
lady_quark,earth_48,married,female
lady_turquoise,new_earth,married,female
lambien,new_earth,single,male
lamplight,wildstorm_universe,single,male
larry_wilton,just_imagine,single,male
lawrence_trainor,justice,single,male
leash,prime_earth,single,male
leon_carver,wildstorm_universe,single,male
leonid_kovar,prime_earth,single,male
light,prime_earth,single,female
lightray,prime_earth,single,male
lord_malvolio,new_earth,single,male
lorraine_reilly,new_earth,single,female
lucius_funk,new_earth,single,male
maaldor,earth_one,single,male
malcolm_king,wildstorm_universe,single,male
manchester_black,new_earth,single,male
manchester_black,superman_vs_the_elite,single,male
mano,post_zero_hour,single,male
marak_russen,pre_zero_hour,single,male
marcus_aelius,new_earth,single,male
metra,ame_comi,single,female
mica_love,new_earth,single,female
mick_rory,arrowverse,single,male
milton_fine,new_earth,single,male
mister_atom,earth_s,single,male
mister_mxyzptlk,lego_batman,single,male
mitchell_saunders,wildstorm_universe,single,male
monitor_dax_novu,monitor_dax_nov,single,male
moonrider,earth_16,single,male
mother_mae_eye,new_teen_titans_shorts,single,female
mysa,post_zero_hour,single,female
mysa_nal,earth_prime,single,female
naomi_mcduffie,prime_earth,single,female
nathaniel_tryon,earth_16,single,male
neil_borman,flashpoint_timeline,separated,male
neron,new_earth,single,male
nigel_keane,wildstorm_universe,single,male
nigel_smut,prime_earth,single,male
nix_uotan,new_earth,single,male
noah_pastenetti,new_earth,single,male
oblivion_ii,new_earth,single,male
omega_man,new_earth,single,male
overlord,new_earth,single,male
pain_bot,teen_titans_go_tv_series,single,male
pandora,futures_end,single,female
peggy_allen,earth_abc,single,female
pren,new_earth,married,male
prince,new_earth,married,male
prince_topaz,new_earth,married,male
priscilla_kitaen,wildc_a_t_s_tv_series,single,female
pulsar_stargrave,pre_zero_hour,single,male
quantum_queen,pre_zero_hour,single,female
queen_bee,dc_unchained,single,female
quell_mordeth,prime_earth,married,male
quetzlotl,new_earth,single,male
rachel_berkowitz,new_earth,single,female
rachel_berkowitz,prime_earth,single,female
radiant,new_earth,single,genderless
raymond_terrill,dcau,single,male
rebecca_jones,thunder_lightning_shorts,single,female
reiser,prime_earth,single,male
rexa_macksdotter,earth_abc,single,female
robert_connors,impact,single,male
roderick_rose,dcau,single,male
roy_lincoln,earth_22,single,male
roy_raymond_jr,new_earth,single,male
salah_miandad,new_earth,single,male
sarya,pre_zero_hour,single,female
satan,earth_s,single,male
scar,new_earth,single,female
scott_fischer,new_earth,single,male
scott_fischer,prime_earth,single,male
scott_free,new_earth,married,male
sebastian_blood_viii,new_earth,single,male
serafina_baldaur,prime_earth,single,female
seraph,new_earth,single,female
shaolin_robot,new_earth,single,male
shayne_j_onzz,sixth_dimension,single,male
simon_ecks,new_earth,single,male
simon_valentine,new_earth,single,male
sodom,new_earth,married,male
solis,dcau,single,male
sonja,new_earth,single,female
sparkler,new_earth,single,male
stanley_silver,new_earth,single,male
strobe,new_earth,single,male
summer_swan,wildstorm_universe,single,female
superdoom,earth_45,single,NA
sylvester_pemberton,smallville,single,male
takeo_sato,new_earth,single,male
takeo_sato,superboy_tv_series,single,male
tara,superboy_tv_series,single,female
tara_markov,new_earth,single,female
teether,teen_titans_tv_series,single,male
tel_vole,pre_zero_hour,single,male
tenzil_kem,pre_zero_hour,single,male
teth_adam,dceased,single,male
theodore_adam,dc_bombshells,widowed,male
theta,new_earth,single,female
thinker_artificial_intelligence,new_earth,single,male
thom_kallor,earth_prime,single,male
thomas_corbett,new_earth,single,male
thomas_n_thomas,new_earth,single,male
tinderbox,prime_earth,single,female
titano,justice_league_action,single,male
toshiro_misawa,wildstorm_universe,single,male
toto,filmation_adventures,single,male
troy_stewart,earth_prime,single,male
troy_stewart,pre_zero_hour,single,male
uno,dcau,single,male
uno,new_earth,single,male
validus,legion_of_super_heroes_tv_series,single,male
violet_harper,prime_earth,single,female
vril_dox,futures_end,single,male
whisper_a_daire,new_earth,single,female
wi_kan_muur,pre_zero_hour,single,male
wildstar,superboy_tv_series,single,male
william_payton,new_earth,single,male
x_hal,new_earth,single,female
yatini,new_earth,single,female
yuri,dcau,single,male
zatanna_zatara,injustice,single,female
zond,earth_one,single,male
zot,prime_earth,married,male
abraham_attah,prime_earth,single,male
bridgit_pike,prime_earth,single,female
deadline,new_earth,single,male
deborah_morgna,new_earth,single,female
dinah_drake,prime_earth,separated,female
edwin_alva,dakotaverse,widowed,male
jared_stevens,new_earth,divorced,male
john_henry_irons,prime_earth,engaged,male
joker,earth_16,single,male
justin_ballantine,new_earth,single,male
legion,new_earth,single,male
rot_lop_fan,the_nail,single,male
shaggy_man,prime_earth,single,male
slag,dakotaverse,single,male
black_cloud_in_morning,new_earth,single,male
damon_briggs,dakotaverse,single,male
gerard_shugel,new_earth,single,male
hal_jordan,justice_league_3,single,male
henry_henshaw,prime_earth,widowed,male
jonni_thunder,new_earth,single,female
somi_gan,pre_zero_hour,single,female
william_glenmorgan,prime_earth,single,male
alec_abrams,smallville,single,male
bellerophon,new_earth,single,male
byth_rok,earth_one,single,male
byth_rok,new_earth,single,male
clark_kent,secret_identity,married,male
corla_tavo,earth_one,single,female
diana_of_paradise_island,earth_two,married,female
edmund_dorrance,soul_of_the_dragon,single,male
emily_phan,arrowverse,married,female
fel_andar,new_earth,married,male
fell_andar,earth_one,single,male
galatea,dcau,single,female
hartley_rathaway,arrowverse,single,male
hartley_rathaway,new_earth,single,male
kal_el,earth_1863,single,male
kal_el,filmation_adventures,single,male
kal_el,the_adventures_of_superboy_1961_pilot,single,male
kelvin_mao,new_earth,single,male
khfeurb_chee_bez,pre_zero_hour,single,male
kyle_cushing,arrowverse,married,male
laurel_gand,post_zero_hour,single,female
lobo,prime_earth,single,male
long_shadow,dcau,single,male
lucas_trent,the_wild_storm,single,male
lx_15,smallville,single,male
peter_platinum,dc_one_million,single,male
pup_pup,prime_earth,single,male
rebecca_langstrom,new_earth,single,female
robot_32198,new_earth,married,male
roger_rabbit,earth_c,single,male
shayera_hol,lego_batman,married,female
slade_wilson,titans_tv_series,divorced,male
streaky,justice_league_action,single,male
thomas_wayne,castle_of_the_bat,married,male
tristan_grey,prime_earth,single,male
warbox,new_earth,single,male
zeus,earth_s,married,male
alexa,wonder_woman_2_9_movie,single,female
alfred_pennyworth,earth_one,single,male
archimedes_sin,wildstorm_universe,single,male
arnold_hugo,earth_one,single,male
arnold_hugo,scooby_doo_team_up,single,male
arous,prime_earth,single,male
barbara_gordon,new_adventures_of_batman,single,female
bernie_the_brain,earth_one,single,male
bertrand_eldon,arrowverse,single,male
billy_batson,dc_universe_online,single,male
biron,earth_one,single,male
bobo_t_chimpanzee,dceased,single,male
bobo_t_chimpanzee,lego_batman,single,male
bobo_t_chimpanzee,new_earth,single,male
boka,earth_16,married,female
brainiac,justice,single,male
computo,pre_zero_hour,single,male
doctor_impossible,new_earth,single,male
edward_nygma,burtonverse,single,male
edward_nygma,dc_animated_movie_universe,single,male
elmo_the_dog,quality_universe,single,male
gnarrk,new_earth,single,male
gnarrk,prime_earth,single,male
grodd,arrowverse,single,male
grodd,earth_16,single,male
habib_bin_hassan,wildstorm_universe,single,male
hoppy,new_earth,single,male
hugo_strange,the_batman_tv_series,single,male
ingvie,prime_earth,single,female
jeroen_thornedike,wildstorm_universe,divorced,male
john_raymond,new_earth,single,male
know_man,new_earth,single,male
lex_luthor,the_batman_tv_series,single,male
lilith_clay,new_earth,single,female
mallah,earth_16,single,male
mallah,new_earth,single,male
mallah,prime_earth,single,male
miguel_devante,new_earth,single,male
niles_caulder,justice,widowed,male
owlman,earth_three,single,male
peter_cannon,earth_four,single,male
praetor_lemnos,earth_prime,single,male
professor_ojo,new_earth,single,male
querl_dox,dcau,single,male
radea,earth_one,single,female
randall_dowling,wildstorm_universe,single,male
rex_the_wonder_dog,new_earth,single,male
robert_queen,prime_earth,married,male
roscoe_dillon,new_earth,single,male
samanda_watson,arrowverse,single,female
sev_tcheru,pre_zero_hour,single,male
solomon,earth_s,married,male
solovar,earth_16,married,male
super_duper,earth_one,single,male
tactical_augmented_organism,wildstorm_universe,single,male
tekka,new_earth,single,female
topo,prime_earth,single,male
v,v_for_vendetta,single,male
vidar,pre_zero_hour,single,male
vohc,new_earth,single,male
william_fawcett,earth_276,single,male
william_tockman,prime_earth,single,male
xylon,new_earth,single,male
cassandra_cain,prime_earth,single,female
eccarius,preacher,single,male
gloriana_tenebrae,new_earth,divorced,female
henry_jekyll,league_of_extraordinary_gentlemen,single,male
hunt,prime_earth,single,male
kalibak,prime_earth,single,male
kritter,new_earth,single,male
lobo_the_duck,amalgam_universe,single,male
millions,new_earth,single,male
proinsias_cassidy,preacher,single,male
shaggy_man,new_earth,single,male
shaggy_man,the_brave_and_the_bold,single,male
tracker,new_earth,single,male
wade_eiling,new_earth,single,male
ace_the_bat_hound,krypto_the_superdog,single,male
albrecht_krieger,earth_s,single,male
albrecht_krieger,new_earth,single,male
allen_adam,earth_4,single,male
berenice_yoon_milonas,prime_earth,single,female
blanque,prime_earth,single,male
bugala,new_earth,single,male
carrie_cutter,new_earth,widowed,female
circe,future_state,single,female
colin_nomi,prime_earth,single,male
constance_d_aramis,new_earth,single,female
d_grth,new_earth,single,male
daybreaker,authoriteens,single,male
diego_zhao,new_earth,single,male
drummer,wildstorm_universe,single,male
edmund_dorrance,new_earth,single,male
flex_mentallo,new_earth,single,male
frederick_danvers,earth_one,married,male
gorilla_grodd,justice,single,male
green_lantern,hal_jordan,single,male
hershel_goldstein,wildstorm_universe,single,male
